'sample interval','ECG'
35747,0.292
35748,0.300
35749,0.300
35750,0.285
35751,0.285
35752,0.269
35753,0.269
35754,0.269
35755,0.277
35756,0.277
35757,0.262
35758,0.254
35759,0.254
35760,0.246
35761,0.238
35762,0.238
35763,0.246
35764,0.246
35765,0.246
35766,0.238
35767,0.246
35768,0.238
35769,0.231
35770,0.223
35771,0.223
35772,0.231
35773,0.215
35774,0.223
35775,0.223
35776,0.223
35777,0.223
35778,0.223
35779,0.215
35780,0.223
35781,0.231
35782,0.223
35783,0.215
35784,0.223
35785,0.231
35786,0.231
35787,0.246
35788,0.238
35789,0.238
35790,0.246
35791,0.238
35792,0.238
35793,0.246
35794,0.254
35795,0.238
35796,0.246
35797,0.254
35798,0.262
35799,0.246
35800,0.254
35801,0.262
35802,0.246
35803,0.262
35804,0.277
35805,0.277
35806,0.285
35807,0.292
35808,0.300
35809,0.323
35810,0.338
35811,0.354
35812,0.369
35813,0.392
35814,0.400
35815,0.408
35816,0.446
35817,0.462
35818,0.477
35819,0.508
35820,0.523
35821,0.538
35822,0.562
35823,0.577
35824,0.577
35825,0.562
35826,0.569
35827,0.562
35828,0.562
35829,0.562
35830,0.546
35831,0.523
35832,0.508
35833,0.485
35834,0.462
35835,0.431
35836,0.408
35837,0.392
35838,0.377
35839,0.385
35840,0.377
35841,0.369
35842,0.369
35843,0.362
35844,0.346
35845,0.346
35846,0.323
35847,0.331
35848,0.338
35849,0.338
35850,0.323
35851,0.323
35852,0.323
35853,0.331
35854,0.323
35855,0.315
35856,0.308
35857,0.308
35858,0.300
35859,0.300
35860,0.300
35861,0.277
35862,0.269
35863,0.277
35864,0.269
35865,0.262
35866,0.254
35867,0.246
35868,0.238
35869,0.238
35870,0.231
35871,0.223
35872,0.215
35873,0.223
35874,0.223
35875,0.215
35876,0.223
35877,0.231
35878,0.223
35879,0.200
35880,0.223
35881,0.223
35882,0.215
35883,0.223
35884,0.215
35885,0.208
35886,0.223
35887,0.231
35888,0.215
35889,0.208
35890,0.215
35891,0.223
35892,0.215
35893,0.208
35894,0.208
35895,0.215
35896,0.223
35897,0.208
35898,0.208
35899,0.215
35900,0.215
35901,0.223
35902,0.231
35903,0.231
35904,0.215
35905,0.208
35906,0.215
35907,0.208
35908,0.200
35909,0.192
35910,0.192
35911,0.192
35912,0.200
35913,0.192
35914,0.192
35915,0.208
35916,0.208
35917,0.208
35918,0.208
35919,0.208
35920,0.215
35921,0.208
35922,0.208
35923,0.208
35924,0.208
35925,0.215
35926,0.208
35927,0.192
35928,0.215
35929,0.200
35930,0.192
35931,0.200
35932,0.192
35933,0.192
35934,0.192
35935,0.185
35936,0.192
35937,0.192
35938,0.192
35939,0.185
35940,0.185
35941,0.192
35942,0.192
35943,0.200
35944,0.192
35945,0.192
35946,0.200
35947,0.192
35948,0.192
35949,0.192
35950,0.185
35951,0.185
35952,0.185
35953,0.185
35954,0.177
35955,0.177
35956,0.185
35957,0.177
35958,0.185
35959,0.177
35960,0.177
35961,0.177
35962,0.169
35963,0.169
35964,0.162
35965,0.169
35966,0.169
35967,0.185
35968,0.177
35969,0.177
35970,0.177
35971,0.177
35972,0.177
35973,0.177
35974,0.185
35975,0.177
35976,0.177
35977,0.177
35978,0.169
35979,0.154
35980,0.154
35981,0.162
35982,0.162
35983,0.154
35984,0.162
35985,0.162
35986,0.162
35987,0.162
35988,0.162
35989,0.162
35990,0.162
35991,0.162
35992,0.154
35993,0.154
35994,0.154
35995,0.146
35996,0.138
35997,0.131
35998,0.131
35999,0.131
36000,0.131
36001,0.131
36002,0.131
36003,0.123
36004,0.123
36005,0.123
36006,0.115
36007,0.100
36008,0.092
36009,0.092
36010,0.085
36011,0.092
36012,0.092
36013,0.085
36014,0.085
36015,0.085
36016,0.077
36017,0.069
36018,0.077
36019,0.085
36020,0.092
36021,0.092
36022,0.077
36023,0.085
36024,0.092
36025,0.100
36026,0.108
36027,0.115
36028,0.108
36029,0.115
36030,0.123
36031,0.115
36032,0.108
36033,0.115
36034,0.115
36035,0.123
36036,0.131
36037,0.123
36038,0.115
36039,0.123
36040,0.131
36041,0.123
36042,0.123
36043,0.131
36044,0.146
36045,0.131
36046,0.138
36047,0.146
36048,0.162
36049,0.154
36050,0.162
36051,0.162
36052,0.162
36053,0.162
36054,0.162
36055,0.169
36056,0.177
36057,0.177
36058,0.185
36059,0.192
36060,0.185
36061,0.185
36062,0.185
36063,0.192
36064,0.192
36065,0.200
36066,0.200
36067,0.200
36068,0.200
36069,0.200
36070,0.208
36071,0.208
36072,0.200
36073,0.208
36074,0.200
36075,0.192
36076,0.200
36077,0.200
36078,0.215
36079,0.215
36080,0.208
36081,0.215
36082,0.231
36083,0.223
36084,0.223
36085,0.231
36086,0.231
36087,0.223
36088,0.223
36089,0.223
36090,0.223
36091,0.223
36092,0.231
36093,0.215
36094,0.200
36095,0.208
36096,0.208
36097,0.200
36098,0.200
36099,0.208
36100,0.208
36101,0.200
36102,0.200
36103,0.208
36104,0.215
36105,0.208
36106,0.215
36107,0.223
36108,0.231
36109,0.223
36110,0.223
36111,0.231
36112,0.215
36113,0.223
36114,0.231
36115,0.223
36116,0.208
36117,0.200
36118,0.208
36119,0.215
36120,0.215
36121,0.215
36122,0.215
36123,0.215
36124,0.200
36125,0.208
36126,0.208
36127,0.215
36128,0.223
36129,0.231
36130,0.231
36131,0.231
36132,0.231
36133,0.238
36134,0.223
36135,0.215
36136,0.231
36137,0.231
36138,0.215
36139,0.215
36140,0.223
36141,0.215
36142,0.215
36143,0.231
36144,0.223
36145,0.215
36146,0.231
36147,0.238
36148,0.231
36149,0.238
36150,0.238
36151,0.238
36152,0.223
36153,0.238
36154,0.223
36155,0.231
36156,0.231
36157,0.223
36158,0.208
36159,0.208
36160,0.215
36161,0.215
36162,0.208
36163,0.200
36164,0.215
36165,0.208
36166,0.192
36167,0.208
36168,0.215
36169,0.192
36170,0.208
36171,0.208
36172,0.208
36173,0.200
36174,0.208
36175,0.200
36176,0.208
36177,0.215
36178,0.208
36179,0.208
36180,0.223
36181,0.215
36182,0.215
36183,0.231
36184,0.254
36185,0.254
36186,0.269
36187,0.285
36188,0.308
36189,0.331
36190,0.331
36191,0.323
36192,0.331
36193,0.338
36194,0.346
36195,0.346
36196,0.346
36197,0.346
36198,0.323
36199,0.292
36200,0.269
36201,0.262
36202,0.238
36203,0.223
36204,0.208
36205,0.169
36206,0.115
36207,0.077
36208,0.046
36209,0.008
36210,-0.031
36211,-0.069
36212,-0.138
36213,-0.200
36214,-0.254
36215,-0.323
36216,-0.392
36217,-0.446
36218,-0.492
36219,-0.508
36220,-0.485
36221,-0.469
36222,-0.469
36223,-0.454
36224,-0.438
36225,-0.431
36226,-0.408
36227,-0.385
36228,-0.362
36229,-0.338
36230,-0.308
36231,-0.285
36232,-0.269
36233,-0.223
36234,-0.169
36235,-0.131
36236,-0.077
36237,-0.038
36238,0.008
36239,0.062
36240,0.100
36241,0.115
36242,0.115
36243,0.123
36244,0.138
36245,0.154
36246,0.154
36247,0.169
36248,0.185
36249,0.185
36250,0.192
36251,0.200
36252,0.200
36253,0.223
36254,0.223
36255,0.231
36256,0.238
36257,0.246
36258,0.238
36259,0.231
36260,0.238
36261,0.238
36262,0.231
36263,0.231
36264,0.238
36265,0.238
36266,0.246
36267,0.246
36268,0.254
36269,0.254
36270,0.246
36271,0.238
36272,0.262
36273,0.254
36274,0.246
36275,0.254
36276,0.254
36277,0.254
36278,0.262
36279,0.262
36280,0.262
36281,0.269
36282,0.277
36283,0.277
36284,0.277
36285,0.269
36286,0.277
36287,0.277
36288,0.269
36289,0.277
36290,0.277
36291,0.277
36292,0.269
36293,0.269
36294,0.262
36295,0.262
36296,0.269
36297,0.262
36298,0.262
36299,0.269
36300,0.269
36301,0.269
36302,0.269
36303,0.277
36304,0.285
36305,0.277
36306,0.285
36307,0.285
36308,0.292
36309,0.300
36310,0.285
36311,0.277
36312,0.285
36313,0.285
36314,0.285
36315,0.285
36316,0.285
36317,0.292
36318,0.300
36319,0.300
36320,0.285
36321,0.277
36322,0.300
36323,0.300
36324,0.292
36325,0.300
36326,0.300
36327,0.300
36328,0.300
36329,0.323
36330,0.323
36331,0.323
36332,0.338
36333,0.346
36334,0.331
36335,0.331
36336,0.331
36337,0.323
36338,0.323
36339,0.331
36340,0.323
36341,0.323
36342,0.323
36343,0.331
36344,0.331
36345,0.338
36346,0.338
36347,0.338
36348,0.346
36349,0.346
36350,0.338
36351,0.346
36352,0.369
36353,0.369
36354,0.377
36355,0.377
36356,0.392
36357,0.392
36358,0.392
36359,0.408
36360,0.415
36361,0.400
36362,0.408
36363,0.408
36364,0.408
36365,0.415
36366,0.423
36367,0.408
36368,0.415
36369,0.438
36370,0.431
36371,0.423
36372,0.446
36373,0.454
36374,0.446
36375,0.462
36376,0.469
36377,0.469
36378,0.469
36379,0.469
36380,0.462
36381,0.469
36382,0.462
36383,0.462
36384,0.462
36385,0.462
36386,0.462
36387,0.462
36388,0.462
36389,0.469
36390,0.477
36391,0.477
36392,0.469
36393,0.462
36394,0.469
36395,0.469
36396,0.462
36397,0.462
36398,0.462
36399,0.446
36400,0.454
36401,0.446
36402,0.446
36403,0.454
36404,0.446
36405,0.438
36406,0.438
36407,0.438
36408,0.431
36409,0.415
36410,0.423
36411,0.415
36412,0.400
36413,0.408
36414,0.408
36415,0.408
36416,0.400
36417,0.385
36418,0.385
36419,0.392
36420,0.385
36421,0.385
36422,0.377
36423,0.369
36424,0.362
36425,0.362
36426,0.362
36427,0.338
36428,0.338
36429,0.346
36430,0.338
36431,0.331
36432,0.331
36433,0.315
36434,0.300
36435,0.308
36436,0.308
36437,0.300
36438,0.292
36439,0.285
36440,0.277
36441,0.269
36442,0.269
36443,0.269
36444,0.269
36445,0.262
36446,0.254
36447,0.254
36448,0.254
36449,0.246
36450,0.246
36451,0.246
36452,0.238
36453,0.238
36454,0.238
36455,0.238
36456,0.231
36457,0.231
36458,0.223
36459,0.231
36460,0.231
36461,0.231
36462,0.231
36463,0.238
36464,0.223
36465,0.223
36466,0.223
36467,0.223
36468,0.215
36469,0.223
36470,0.223
36471,0.215
36472,0.208
36473,0.208
36474,0.215
36475,0.215
36476,0.208
36477,0.208
36478,0.208
36479,0.200
36480,0.200
36481,0.200
36482,0.208
36483,0.200
36484,0.208
36485,0.208
36486,0.215
36487,0.215
36488,0.200
36489,0.200
36490,0.215
36491,0.215
36492,0.208
36493,0.208
36494,0.215
36495,0.215
36496,0.208
36497,0.208
36498,0.208
36499,0.200
36500,0.208
36501,0.208
36502,0.208
36503,0.208
36504,0.215
36505,0.208
36506,0.200
36507,0.208
36508,0.200
36509,0.192
36510,0.192
36511,0.192
36512,0.185
36513,0.177
36514,0.185
36515,0.185
36516,0.185
36517,0.185
36518,0.185
36519,0.177
36520,0.185
36521,0.185
36522,0.185
36523,0.185
36524,0.200
36525,0.215
36526,0.215
36527,0.208
36528,0.215
36529,0.208
36530,0.208
36531,0.215
36532,0.208
36533,0.200
36534,0.208
36535,0.192
36536,0.185
36537,0.185
36538,0.177
36539,0.162
36540,0.169
36541,0.177
36542,0.169
36543,0.177
36544,0.185
36545,0.185
36546,0.185
36547,0.192
36548,0.192
36549,0.192
36550,0.200
36551,0.208
36552,0.200
36553,0.192
36554,0.192
36555,0.200
36556,0.200
36557,0.200
36558,0.208
36559,0.208
36560,0.192
36561,0.192
36562,0.192
36563,0.200
36564,0.200
36565,0.200
36566,0.200
36567,0.200
36568,0.200
36569,0.192
36570,0.185
36571,0.200
36572,0.200
36573,0.185
36574,0.192
36575,0.192
36576,0.185
36577,0.185
36578,0.185
36579,0.177
36580,0.177
36581,0.169
36582,0.162
36583,0.162
36584,0.162
36585,0.154
36586,0.154
36587,0.162
36588,0.169
36589,0.162
36590,0.162
36591,0.177
36592,0.177
36593,0.185
36594,0.177
36595,0.177
36596,0.177
36597,0.185
36598,0.185
36599,0.185
36600,0.185
36601,0.192
36602,0.177
36603,0.177
36604,0.192
36605,0.185
36606,0.192
36607,0.192
36608,0.200
36609,0.192
36610,0.208
36611,0.208
36612,0.208
36613,0.208
36614,0.223
36615,0.215
36616,0.215
36617,0.215
36618,0.208
36619,0.200
36620,0.215
36621,0.208
36622,0.208
36623,0.200
36624,0.208
36625,0.208
36626,0.200
36627,0.200
36628,0.208
36629,0.215
36630,0.223
36631,0.223
36632,0.223
36633,0.223
36634,0.223
36635,0.223
36636,0.223
36637,0.223
36638,0.223
36639,0.215
36640,0.223
36641,0.231
36642,0.215
36643,0.208
36644,0.215
36645,0.223
36646,0.208
36647,0.208
36648,0.208
36649,0.200
36650,0.200
36651,0.208
36652,0.192
36653,0.200
36654,0.200
36655,0.200
36656,0.192
36657,0.185
36658,0.192
36659,0.200
36660,0.200
36661,0.192
36662,0.200
36663,0.208
36664,0.208
36665,0.192
36666,0.208
36667,0.200
36668,0.185
36669,0.192
36670,0.192
36671,0.200
36672,0.200
36673,0.192
36674,0.200
36675,0.200
36676,0.192
36677,0.200
36678,0.200
36679,0.200
36680,0.200
36681,0.208
36682,0.200
36683,0.200
36684,0.200
36685,0.200
36686,0.192
36687,0.200
36688,0.200
36689,0.192
36690,0.200
36691,0.208
36692,0.208
36693,0.208
36694,0.208
36695,0.208
36696,0.208
36697,0.208
36698,0.208
36699,0.215
36700,0.223
36701,0.223
36702,0.223
36703,0.223
36704,0.223
36705,0.223
36706,0.231
36707,0.231
36708,0.223
36709,0.223
36710,0.223
36711,0.223
36712,0.231
36713,0.223
36714,0.231
36715,0.223
36716,0.231
36717,0.231
36718,0.223
36719,0.238
36720,0.246
36721,0.231
36722,0.223
36723,0.231
36724,0.223
36725,0.223
36726,0.215
36727,0.223
36728,0.208
36729,0.223
36730,0.215
36731,0.215
36732,0.223
36733,0.231
36734,0.223
36735,0.223
36736,0.223
36737,0.231
36738,0.231
36739,0.223
36740,0.215
36741,0.215
36742,0.215
36743,0.215
36744,0.208
36745,0.208
36746,0.208
36747,0.200
36748,0.200
36749,0.208
36750,0.208
36751,0.215
36752,0.231
36753,0.223
36754,0.238
36755,0.238
36756,0.238
36757,0.231
36758,0.238
36759,0.246
36760,0.254
36761,0.254
36762,0.269
36763,0.269
36764,0.269
36765,0.262
36766,0.262
36767,0.262
36768,0.254
36769,0.254
36770,0.262
36771,0.254
36772,0.262
36773,0.269
36774,0.262
36775,0.269
36776,0.269
36777,0.277
36778,0.269
36779,0.285
36780,0.292
36781,0.285
36782,0.285
36783,0.292
36784,0.300
36785,0.300
36786,0.300
36787,0.300
36788,0.308
36789,0.300
36790,0.308
36791,0.315
36792,0.323
36793,0.323
36794,0.315
36795,0.300
36796,0.308
36797,0.308
36798,0.308
36799,0.308
36800,0.300
36801,0.285
36802,0.292
36803,0.308
36804,0.315
36805,0.308
36806,0.323
36807,0.308
36808,0.300
36809,0.323
36810,0.323
36811,0.315
36812,0.300
36813,0.308
36814,0.315
36815,0.323
36816,0.323
36817,0.315
36818,0.308
36819,0.308
36820,0.308
36821,0.300
36822,0.292
36823,0.285
36824,0.277
36825,0.277
36826,0.269
36827,0.254
36828,0.269
36829,0.269
36830,0.262
36831,0.246
36832,0.238
36833,0.246
36834,0.246
36835,0.246
36836,0.246
36837,0.246
36838,0.238
36839,0.231
36840,0.231
36841,0.208
36842,0.215
36843,0.215
36844,0.208
36845,0.200
36846,0.200
36847,0.192
36848,0.200
36849,0.200
36850,0.200
36851,0.208
36852,0.200
36853,0.200
36854,0.200
36855,0.208
36856,0.208
36857,0.215
36858,0.208
36859,0.208
36860,0.208
36861,0.215
36862,0.215
36863,0.223
36864,0.223
36865,0.223
36866,0.231
36867,0.223
36868,0.223
36869,0.238
36870,0.238
36871,0.238
36872,0.246
36873,0.246
36874,0.238
36875,0.246
36876,0.246
36877,0.238
36878,0.238
36879,0.246
36880,0.254
36881,0.262
36882,0.292
36883,0.292
36884,0.285
36885,0.300
36886,0.315
36887,0.331
36888,0.362
36889,0.377
36890,0.377
36891,0.400
36892,0.431
36893,0.446
36894,0.454
36895,0.477
36896,0.508
36897,0.523
36898,0.538
36899,0.569
36900,0.585
36901,0.585
36902,0.577
36903,0.562
36904,0.562
36905,0.569
36906,0.554
36907,0.554
36908,0.538
36909,0.508
36910,0.477
36911,0.469
36912,0.446
36913,0.408
36914,0.385
36915,0.385
36916,0.377
36917,0.369
36918,0.362
36919,0.354
36920,0.354
36921,0.362
36922,0.354
36923,0.362
36924,0.346
36925,0.338
36926,0.346
36927,0.338
36928,0.338
36929,0.323
36930,0.315
36931,0.323
36932,0.331
36933,0.315
36934,0.315
36935,0.308
36936,0.308
36937,0.292
36938,0.285
36939,0.277
36940,0.262
36941,0.262
36942,0.262
36943,0.238
36944,0.246
36945,0.254
36946,0.246
36947,0.238
36948,0.231
36949,0.223
36950,0.215
36951,0.215
36952,0.215
36953,0.215
36954,0.208
36955,0.215
36956,0.208
36957,0.208
36958,0.200
36959,0.200
36960,0.200
36961,0.200
36962,0.208
36963,0.215
36964,0.200
36965,0.215
36966,0.215
36967,0.223
36968,0.223
36969,0.215
36970,0.223
36971,0.223
36972,0.223
36973,0.223
36974,0.215
36975,0.208
36976,0.200
36977,0.208
36978,0.215
36979,0.208
36980,0.200
36981,0.192
36982,0.192
36983,0.192
36984,0.185
36985,0.185
36986,0.192
36987,0.185
36988,0.192
36989,0.192
36990,0.185
36991,0.200
36992,0.208
36993,0.208
36994,0.215
36995,0.215
36996,0.200
36997,0.200
36998,0.200
36999,0.200
37000,0.208
37001,0.208
37002,0.208
37003,0.208
37004,0.200
37005,0.192
37006,0.192
37007,0.200
37008,0.192
37009,0.177
37010,0.185
37011,0.185
37012,0.185
37013,0.192
37014,0.192
37015,0.185
37016,0.192
37017,0.185
37018,0.185
37019,0.185
37020,0.185
37021,0.185
37022,0.185
37023,0.185
37024,0.177
37025,0.177
37026,0.162
37027,0.169
37028,0.169
37029,0.162
37030,0.162
37031,0.169
37032,0.169
37033,0.169
37034,0.177
37035,0.177
37036,0.177
37037,0.185
37038,0.177
37039,0.169
37040,0.169
37041,0.169
37042,0.169
37043,0.169
37044,0.162
37045,0.169
37046,0.169
37047,0.162
37048,0.162
37049,0.162
37050,0.169
37051,0.169
37052,0.177
37053,0.169
37054,0.169
37055,0.169
37056,0.162
37057,0.162
37058,0.162
37059,0.169
37060,0.169
37061,0.185
37062,0.177
37063,0.169
37064,0.169
37065,0.154
37066,0.169
37067,0.169
37068,0.154
37069,0.146
37070,0.154
37071,0.154
37072,0.146
37073,0.138
37074,0.138
37075,0.131
37076,0.131
37077,0.138
37078,0.138
37079,0.131
37080,0.131
37081,0.131
37082,0.115
37083,0.115
37084,0.115
37085,0.115
37086,0.115
37087,0.108
37088,0.108
37089,0.108
37090,0.100
37091,0.092
37092,0.092
37093,0.085
37094,0.092
37095,0.092
37096,0.092
37097,0.092
37098,0.092
37099,0.100
37100,0.100
37101,0.108
37102,0.115
37103,0.108
37104,0.108
37105,0.100
37106,0.115
37107,0.123
37108,0.123
37109,0.131
37110,0.115
37111,0.123
37112,0.123
37113,0.123
37114,0.115
37115,0.108
37116,0.115
37117,0.131
37118,0.123
37119,0.115
37120,0.138
37121,0.154
37122,0.146
37123,0.154
37124,0.162
37125,0.154
37126,0.162
37127,0.169
37128,0.162
37129,0.162
37130,0.162
37131,0.169
37132,0.169
37133,0.169
37134,0.169
37135,0.169
37136,0.169
37137,0.185
37138,0.177
37139,0.192
37140,0.200
37141,0.192
37142,0.200
37143,0.208
37144,0.200
37145,0.200
37146,0.208
37147,0.208
37148,0.200
37149,0.200
37150,0.215
37151,0.208
37152,0.200
37153,0.200
37154,0.192
37155,0.208
37156,0.215
37157,0.223
37158,0.223
37159,0.223
37160,0.223
37161,0.215
37162,0.223
37163,0.231
37164,0.231
37165,0.231
37166,0.231
37167,0.231
37168,0.231
37169,0.231
37170,0.231
37171,0.231
37172,0.215
37173,0.215
37174,0.223
37175,0.223
37176,0.223
37177,0.215
37178,0.215
37179,0.215
37180,0.223
37181,0.215
37182,0.215
37183,0.231
37184,0.238
37185,0.231
37186,0.223
37187,0.238
37188,0.231
37189,0.223
37190,0.223
37191,0.223
37192,0.223
37193,0.200
37194,0.215
37195,0.208
37196,0.215
37197,0.215
37198,0.208
37199,0.215
37200,0.215
37201,0.200
37202,0.208
37203,0.208
37204,0.200
37205,0.223
37206,0.223
37207,0.223
37208,0.215
37209,0.223
37210,0.223
37211,0.223
37212,0.223
37213,0.223
37214,0.215
37215,0.215
37216,0.208
37217,0.215
37218,0.223
37219,0.223
37220,0.231
37221,0.231
37222,0.231
37223,0.223
37224,0.223
37225,0.223
37226,0.223
37227,0.223
37228,0.231
37229,0.223
37230,0.223
37231,0.223
37232,0.231
37233,0.231
37234,0.223
37235,0.223
37236,0.215
37237,0.215
37238,0.223
37239,0.215
37240,0.208
37241,0.231
37242,0.223
37243,0.215
37244,0.223
37245,0.215
37246,0.208
37247,0.215
37248,0.215
37249,0.208
37250,0.215
37251,0.215
37252,0.208
37253,0.215
37254,0.223
37255,0.215
37256,0.208
37257,0.223
37258,0.215
37259,0.231
37260,0.246
37261,0.254
37262,0.269
37263,0.292
37264,0.300
37265,0.308
37266,0.331
37267,0.338
37268,0.331
37269,0.331
37270,0.338
37271,0.338
37272,0.354
37273,0.346
37274,0.338
37275,0.331
37276,0.315
37277,0.277
37278,0.262
37279,0.238
37280,0.215
37281,0.177
37282,0.154
37283,0.108
37284,0.069
37285,0.031
37286,0.000
37287,-0.054
37288,-0.100
37289,-0.146
37290,-0.208
37291,-0.277
37292,-0.323
37293,-0.377
37294,-0.446
37295,-0.492
37296,-0.508
37297,-0.492
37298,-0.477
37299,-0.469
37300,-0.454
37301,-0.438
37302,-0.431
37303,-0.408
37304,-0.377
37305,-0.354
37306,-0.338
37307,-0.308
37308,-0.277
37309,-0.254
37310,-0.223
37311,-0.177
37312,-0.138
37313,-0.092
37314,-0.038
37315,0.008
37316,0.038
37317,0.069
37318,0.100
37319,0.108
37320,0.115
37321,0.131
37322,0.138
37323,0.154
37324,0.162
37325,0.169
37326,0.185
37327,0.185
37328,0.192
37329,0.200
37330,0.215
37331,0.215
37332,0.223
37333,0.223
37334,0.231
37335,0.223
37336,0.215
37337,0.215
37338,0.223
37339,0.215
37340,0.215
37341,0.223
37342,0.231
37343,0.223
37344,0.223
37345,0.238
37346,0.246
37347,0.238
37348,0.246
37349,0.254
37350,0.246
37351,0.238
37352,0.246
37353,0.231
37354,0.223
37355,0.238
37356,0.254
37357,0.262
37358,0.262
37359,0.269
37360,0.262
37361,0.262
37362,0.262
37363,0.262
37364,0.262
37365,0.269
37366,0.269
37367,0.269
37368,0.269
37369,0.262
37370,0.254
37371,0.246
37372,0.269
37373,0.277
37374,0.277
37375,0.277
37376,0.277
37377,0.277
37378,0.262
37379,0.277
37380,0.285
37381,0.285
37382,0.300
37383,0.292
37384,0.285
37385,0.285
37386,0.292
37387,0.292
37388,0.292
37389,0.292
37390,0.285
37391,0.292
37392,0.300
37393,0.300
37394,0.300
37395,0.300
37396,0.292
37397,0.285
37398,0.285
37399,0.292
37400,0.292
37401,0.292
37402,0.285
37403,0.285
37404,0.285
37405,0.300
37406,0.300
37407,0.308
37408,0.315
37409,0.323
37410,0.338
37411,0.323
37412,0.323
37413,0.323
37414,0.331
37415,0.323
37416,0.315
37417,0.308
37418,0.315
37419,0.315
37420,0.315
37421,0.323
37422,0.323
37423,0.323
37424,0.323
37425,0.323
37426,0.338
37427,0.346
37428,0.354
37429,0.369
37430,0.369
37431,0.385
37432,0.377
37433,0.377
37434,0.385
37435,0.385
37436,0.392
37437,0.408
37438,0.408
37439,0.392
37440,0.392
37441,0.400
37442,0.392
37443,0.400
37444,0.415
37445,0.408
37446,0.400
37447,0.415
37448,0.408
37449,0.415
37450,0.438
37451,0.446
37452,0.431
37453,0.438
37454,0.446
37455,0.446
37456,0.446
37457,0.446
37458,0.446
37459,0.438
37460,0.454
37461,0.446
37462,0.438
37463,0.446
37464,0.454
37465,0.446
37466,0.454
37467,0.462
37468,0.462
37469,0.469
37470,0.462
37471,0.446
37472,0.446
37473,0.462
37474,0.454
37475,0.438
37476,0.438
37477,0.446
37478,0.454
37479,0.454
37480,0.431
37481,0.446
37482,0.454
37483,0.454
37484,0.438
37485,0.438
37486,0.431
37487,0.431
37488,0.415
37489,0.415
37490,0.408
37491,0.408
37492,0.400
37493,0.408
37494,0.400
37495,0.392
37496,0.392
37497,0.392
37498,0.385
37499,0.377
37500,0.377
37501,0.369
37502,0.362
37503,0.362
37504,0.346
37505,0.346
37506,0.338
37507,0.323
37508,0.323
37509,0.323
37510,0.315
37511,0.315
37512,0.308
37513,0.300
37514,0.285
37515,0.277
37516,0.277
37517,0.277
37518,0.285
37519,0.269
37520,0.262
37521,0.269
37522,0.262
37523,0.246
37524,0.246
37525,0.254
37526,0.246
37527,0.246
37528,0.238
37529,0.238
37530,0.223
37531,0.223
37532,0.215
37533,0.215
37534,0.215
37535,0.215
37536,0.208
37537,0.200
37538,0.215
37539,0.223
37540,0.223
37541,0.223
37542,0.215
37543,0.223
37544,0.231
37545,0.223
37546,0.223
37547,0.223
37548,0.215
37549,0.208
37550,0.208
37551,0.200
37552,0.200
37553,0.208
37554,0.200
37555,0.192
37556,0.200
37557,0.200
37558,0.192
37559,0.200
37560,0.208
37561,0.200
37562,0.208
37563,0.215
37564,0.208
37565,0.208
37566,0.208
37567,0.208
37568,0.215
37569,0.223
37570,0.200
37571,0.208
37572,0.208
37573,0.200
37574,0.208
37575,0.215
37576,0.223
37577,0.215
37578,0.223
37579,0.231
37580,0.215
37581,0.208
37582,0.208
37583,0.223
37584,0.215
37585,0.208
37586,0.208
37587,0.215
37588,0.215
37589,0.208
37590,0.192
37591,0.185
37592,0.192
37593,0.192
37594,0.192
37595,0.185
37596,0.177
37597,0.177
37598,0.177
37599,0.192
37600,0.200
37601,0.192
37602,0.200
37603,0.200
37604,0.215
37605,0.223
37606,0.208
37607,0.200
37608,0.208
37609,0.208
37610,0.208
37611,0.200
37612,0.192
37613,0.200
37614,0.192
37615,0.185
37616,0.177
37617,0.177
37618,0.177
37619,0.177
37620,0.169
37621,0.185
37622,0.185
37623,0.185
37624,0.185
37625,0.192
37626,0.200
37627,0.192
37628,0.200
37629,0.200
37630,0.200
37631,0.192
37632,0.185
37633,0.200
37634,0.208
37635,0.200
37636,0.200
37637,0.200
37638,0.208
37639,0.200
37640,0.200
37641,0.200
37642,0.200
37643,0.192
37644,0.192
37645,0.192
37646,0.192
37647,0.200
37648,0.200
37649,0.200
37650,0.200
37651,0.200
37652,0.192
37653,0.192
37654,0.200
37655,0.192
37656,0.192
37657,0.192
37658,0.185
37659,0.185
37660,0.177
37661,0.169
37662,0.177
37663,0.177
37664,0.177
37665,0.177
37666,0.185
37667,0.185
37668,0.185
37669,0.185
37670,0.200
37671,0.200
37672,0.192
37673,0.192
37674,0.200
37675,0.200
37676,0.192
37677,0.192
37678,0.200
37679,0.192
37680,0.200
37681,0.192
37682,0.185
37683,0.192
37684,0.192
37685,0.192
37686,0.192
37687,0.185
37688,0.200
37689,0.192
37690,0.200
37691,0.200
37692,0.200
37693,0.192
37694,0.177
37695,0.185
37696,0.200
37697,0.192
37698,0.177
37699,0.185
37700,0.185
37701,0.185
37702,0.169
37703,0.185
37704,0.185
37705,0.192
37706,0.208
37707,0.208
37708,0.200
37709,0.215
37710,0.215
37711,0.208
37712,0.215
37713,0.215
37714,0.208
37715,0.223
37716,0.231
37717,0.215
37718,0.215
37719,0.223
37720,0.215
37721,0.215
37722,0.223
37723,0.208
37724,0.208
37725,0.208
37726,0.200
37727,0.200
37728,0.215
37729,0.215
37730,0.215
37731,0.223
37732,0.231
37733,0.231
37734,0.231
37735,0.231
37736,0.231
